FlyBaseID,Control_rep1.norm,Control_rep2.norm,Control_rep3.norm,U2af38_rep1.norm,U2af38_rep2.norm,U2af38_rep3.norm,SRPK_rep1.norm,SRPK_rep2.norm,SRPK_rep3.norm
FBgn0004872,495.0923,478.739,468.7292,434.7231,430.6922,415.0719,420.1419,443.5553,436.2079
FBgn0010612,2372.0301,3063.304,2720.2028,1713.1946,1353.6041,1623.5092,1949.806,2705.2691,2288.2218
FBgn0000018,642.6547,566.3514,637.3368,452.9258,485.4901,469.7143,826.1706,751.1149,741.5534
FBgn0053129,7456.725,7181.0854,7766.0667,7604.4424,7557.3025,7355.7053,7581.0107,7044.5794,7365.6814
FBgn0032315,220.654,284.7402,187.7165,76.023,80.7548,77.7603,91.1936,135.9957,88.4879
FBgn0032314,15288.5617,15615.3406,17006.888,3196.1786,3682.0339,3741.9524,14108.9525,14783.7833,16518.5687
FBgn0032313,1672.8329,1878.9725,1780.4964,1792.4298,1643.9368,1604.5946,1656.6837,1475.0307,1522.9886
FBgn0032312,3177.4171,3443.4791,3328.3143,674.5704,695.068,832.2455,2064.8836,2279.4979,2344.3057
FBgn0024227,568.184,423.9813,421.519,626.3868,630.6565,607.3711,628.5845,581.6433,550.8682
FBgn0027453,1177.7405,1110.7997,1265.6812,746.3104,784.4751,778.6539,1316.879,1351.5884,1267.4954
FBgn0069354,28469.8781,29849.2219,31453.1884,11345.631,11480.6394,11266.8389,19791.1823,22759.4104,23611.3086
FBgn0032305,1752.82,1627.0869,1635.4939,2837.4785,3005.2318,2954.8919,1425.4428,1242.7919,1247.5545
FBgn0051869,707.4718,669.6088,614.8558,497.8972,479.7219,534.8649,1044.3838,1080.6431,892.3567
FBgn0032298,350.2882,322.2884,258.5317,555.7175,657.5747,500.188,349.5755,341.0355,346.4737
FBgn0032335,8.2745,0,3.3722,5.3537,0.9614,2.1016,2.1713,5.2306,8.7242
FBgn0032338,1802.4671,1739.7314,1601.7723,2536.5987,2581.2692,2642.7998,2052.9416,1850.5882,1818.3636
FBgn0032339,3999.3532,3926.9116,4334.3397,2737.8991,2798.538,2839.3022,5003.7059,5320.5719,5598.4164
FBgn0041246,391.6608,255.0146,319.2304,26.7687,26.9183,33.6261,146.5611,144.3647,152.0496
FBgn0032348,737.8117,796.3339,807.0684,1568.6438,1638.1686,1640.3223,1116.0359,1042.9827,1004.5244
FBgn0040211,4.1373,9.387,3.3722,19.2734,7.6909,7.3557,1.0856,6.2767,3.7389
FBgn0032354,510.2623,483.4325,511.4431,518.2414,576.8199,524.3567,588.4158,603.6119,665.5286
FBgn0032358,332.36,265.9661,292.2532,104.9332,112.4799,101.9291,331.1196,289.7755,249.2616
FBgn0020270,197.2095,233.1115,204.5772,249.484,265.3372,251.1448,306.1499,281.4066,271.6952
FBgn0040232,7114.7113,6888.5227,7544.6287,3871.8197,4127.1466,4311.4941,8501.6318,7784.187,8523.5017
FBgn0014076,0,3.129,0,34.2639,29.8024,25.2196,3.2569,0,0
FBgn0032350,1250.8322,1246.9118,1192.6179,641.3772,681.6089,566.3893,973.8174,1037.7521,1147.8498
FBgn0010197,59.3008,95.4349,105.6608,406.8837,390.3148,464.4602,320.2632,325.3437,410.0354
FBgn0051867,2053.461,1966.5848,2091.8585,31.0517,49.9911,61.9981,1307.1083,1591.1502,1683.7624
FBgn0028700,262.0266,223.7244,202.3291,444.3598,492.2197,500.188,321.3489,313.8363,261.7247
FBgn0032346,398.5562,478.739,420.395,520.3828,451.8423,480.2225,415.7994,373.4652,396.326
FBgn0032345,2407.8864,2468.7915,2550.4712,1114.6472,1181.5195,1211.5897,2113.7373,2149.7788,2161.0984
FBgn0027582,25518.6313,24860.0102,28618.3324,8723.3726,8934.9407,9784.1389,26810.9181,28247.3617,31196.3402
FBgn0032343,45.5099,31.2901,30.3494,466.8455,497.9879,472.8668,67.3096,71.1362,63.5617
FBgn0032341,1016.3873,971.5586,949.8229,1652.162,1601.6367,1554.1555,1157.2902,1100.5194,1131.6478
FBgn0032337,302.0201,132.9831,185.4684,42.8299,28.841,65.1505,263.8101,190.394,226.8281
FBgn0032336,11.0327,6.258,6.7443,35.3346,33.6478,52.5408,3.2569,4.1845,3.7389
FBgn0000287,3642.1695,3648.4294,3792.5473,728.1077,674.8793,828.0423,3341.594,3557.8578,3762.6044
FBgn0003313,0,0,0,0,0,0,0,0,0
FBgn0032362,4.1373,1.5645,0,5.3537,8.6523,9.4573,3.2569,1.0461,1.2463
FBgn0051706,8.2745,10.9515,15.7367,124.2066,161.5096,182.8418,19.5415,14.6457,24.9262
FBgn0028490,1992.7811,1799.1826,1998.5623,872.6585,817.1616,753.4344,2343.8926,2240.7914,2203.4729
FBgn0032366,1432.8717,1286.0244,1208.3546,940.1155,993.0916,904.7518,1169.2322,1075.4125,1063.1009
FBgn0032363,1584.5713,1583.2807,1543.3217,2271.0535,2097.7018,2224.5754,1678.3965,1618.3493,1546.6685
FBgn0032360,48891.4027,51262.624,51727.692,2266.7706,2915.8248,2852.9628,26348.4363,28644.8877,30938.3544
FBgn0015400,16.549,14.0806,11.2405,58.8911,25.9569,35.7277,31.4835,30.3375,39.8819
FBgn0032371,24979.4081,25636.0055,26293.7954,3948.9135,4337.6859,4375.5938,19968.1413,22800.2092,24770.3752
FBgn0032372,9427.4407,9002.1711,9403.8087,853.385,895.0323,923.6664,7241.206,8180.6669,8432.5212
FBgn0032373,23.4445,35.9837,38.2177,179.8854,176.8914,177.5877,36.9117,21.9685,39.8819
FBgn0032374,1745.9245,1506.6199,1521.9647,246.2717,254.7621,267.9578,1446.0699,1225.0078,1531.7128
FBgn0032375,2083.8009,1817.9567,2121.0838,670.2874,748.9045,636.7939,1746.7917,1718.777,1661.3288
FBgn0032378,1221.8713,1178.0735,1181.3773,1382.3339,1334.3768,1327.1794,1283.2242,1261.622,1182.7465
FBgn0020309,2154.1344,2230.9864,2067.1293,2258.2046,2144.8088,2059.5975,2187.5607,2116.303,2070.1179
FBgn0032377,136.5296,159.5797,170.8557,155.2583,169.2005,183.8926,96.6218,100.4276,135.8476
FBgn0032376,1748.6827,1508.1844,1561.3065,1238.8538,1076.7305,1138.0327,1731.5927,1885.1102,1714.9201
FBgn0032370,8186.2622,9069.4449,8685.5402,1839.5427,1954.4582,1796.8937,5018.9049,5912.6764,6333.7382
FBgn0032368,377.8699,411.4652,375.433,177.7439,199.9642,197.5532,453.7967,415.3101,345.2274
FBgn0028412,21134.5128,22420.9444,22797.9975,10900.2004,11480.6394,10976.814,18870.5612,18852.1482,21122.4311
FBgn0051704,11.0327,14.0806,7.8684,2.1415,5.7682,5.2541,3.2569,7.3228,7.4778
FBgn0040968,0,0,0,0,0,0,0,0,0
FBgn0032381,649.5501,863.6077,785.7115,18.2027,22.1114,47.2867,306.1499,368.2346,300.3603
FBgn0032382,74.4707,34.4191,44.962,28.9102,26.9183,30.4736,51.025,37.6604,16.202
FBgn0026392,0,0,0,0,5.7682,4.2033,5.4282,3.1384,8.7242
FBgn0026391,0,0,5.6203,4.283,2.8841,4.2033,2.1713,12.5535,4.9852
FBgn0026390,0,0,0,2.1415,0,1.0508,0,0,0
FBgn0005664,8.2745,0,2.2481,4.283,5.7682,2.1016,8.6851,6.2767,3.7389
FBgn0032385,2861.6061,2670.6128,2858.4611,759.1593,710.4499,721.9099,1678.3965,1854.7727,2030.236
FBgn0032387,278.5756,256.5791,254.0355,415.4497,383.5853,411.9195,309.4069,313.8363,336.5032
FBgn0032390,318.5692,330.1109,314.7342,336.2144,389.3535,286.8725,368.0313,353.5889,335.2569
FBgn0051866,126.876,129.854,155.119,101.7209,125.939,114.5388,182.3872,179.9328,167.0053
FBgn0051864,169.6277,173.6602,177.6,114.5699,107.6731,91.4209,209.5282,180.9789,188.1925
FBgn0051865,0,3.129,2.2481,71.74,60.5661,81.9636,3.2569,3.1384,2.4926
FBgn0032393,1056.3809,1026.3163,1013.8938,1103.9397,1099.8033,1044.5102,1137.7487,1205.1315,1177.7612
FBgn0014019,165.4905,134.5476,141.6304,48.1836,32.6865,51.4899,84.6798,101.4737,100.951
FBgn0010497,12.4118,25.0321,13.4886,27.8394,23.0728,16.813,10.8564,5.2306,18.6946
FBgn0042126,504.7459,450.5779,513.6912,270.8989,270.144,283.7201,682.8664,687.3016,589.5038
FBgn0032402,401.3144,420.8523,358.5722,312.658,311.4828,275.3135,292.0366,289.7755,275.4341
FBgn0032404,0,0,0,0,1.9227,0,2.1713,1.0461,0
FBgn0032406,12.4118,1.5645,6.7443,20.3442,35.5706,30.4736,3.2569,6.2767,4.9852
FBgn0027505,29399.3829,31241.6328,33238.181,9351.9008,9500.2243,9112.6681,27644.6882,31218.3456,31669.9373
FBgn0032401,97.9152,100.1284,98.9165,129.5603,134.5913,135.5551,109.6494,109.8427,110.9214
FBgn0032400,1810.7416,1977.5364,1879.4129,1440.1542,1353.6041,1392.3299,1165.9753,1550.3515,1392.1262
FBgn0032399,703.3345,542.8838,753.114,224.8568,248.0326,233.2809,471.1669,512.5993,514.7253
FBgn0032398,2303.0758,2051.0682,2173.9142,2144.7054,2083.2813,2031.2255,2323.2655,2187.4392,2303.1775
FBgn0032397,13663.9969,13669.0944,15289.3385,12232.2092,11917.0998,12500.4958,14650.6859,16460.7154,17068.1906
FBgn0032395,368.2163,389.5621,401.2861,951.8937,910.4141,994.071,452.7111,444.6015,436.2079
FBgn0032394,565.4258,541.3193,522.6836,804.1307,968.0961,774.4507,689.3802,745.8843,664.2823
FBgn0042125,1632.8394,1591.1032,1829.9546,1247.4198,1247.8538,1088.6444,1453.6694,1545.1209,1742.3388
FBgn0042127,202.7258,137.6766,153.995,285.8893,295.1395,243.7891,200.843,215.5009,230.567
FBgn0000588,379.249,483.4325,486.714,530.0196,521.0607,613.676,295.2936,286.6372,329.0254
FBgn0032407,1304.6166,1170.251,1225.2153,1683.2137,1671.8164,1472.1919,1263.6827,1368.3264,1200.1948
FBgn0028707,30.3399,61.0158,32.5975,57.8203,56.7206,74.6079,48.8537,58.5828,41.1282
FBgn0032409,412.3471,414.5943,412.5266,336.2144,271.1054,272.1611,513.5068,510.5071,466.1193
FBgn0027081,2745.7628,2714.419,2814.6231,1435.8712,1468.9681,1367.1104,3261.2568,3063.0426,3067.1644
FBgn0032414,70.3335,92.3059,95.5443,186.3099,162.4709,189.1467,175.8734,119.2578,113.414
FBgn0032416,88.2616,76.6608,66.319,35.3346,38.4547,40.9818,75.9947,38.7065,78.5174
FBgn0051760,528.1904,484.9971,645.2051,494.6849,545.0948,613.676,566.7031,502.1381,510.9864
FBgn0051861,3889.0262,3768.8965,3936.4258,4435.0324,4477.084,4474.3705,3401.3041,3190.6693,3337.6133
FBgn0051860,3813.1764,3548.301,3945.4182,2287.1147,2180.3793,2396.9091,2931.2228,3226.2374,3408.6529
FBgn0032419,801.2497,1567.6356,883.5039,130.6311,71.1411,93.5225,461.3962,1083.7814,658.0507
FBgn0032421,468.8897,450.5779,514.8152,585.6984,658.5361,563.2369,592.7584,559.6748,497.277
FBgn0000114,46923.4452,44643.1965,50912.7552,16280.7021,17278.6411,17599.0504,34251.8815,39576.8531,43271.8202
FBgn0051759,1876.9378,1808.5697,1690.5723,412.2374,422.0399,477.07,1459.0976,1308.6975,1353.4907
FBgn0051862,5.5163,14.0806,6.7443,19.2734,16.3432,51.4899,3.2569,4.1845,7.4778
FBgn0032424,15244.4309,15274.2782,16457.2272,682.0656,898.8777,987.7661,12500.0369,14497.1461,14406.0763
FBgn0032422,187.5559,111.08,121.3975,117.7821,101.9049,89.3193,78.1659,118.2117,138.3402
FBgn0032420,554.3931,453.7069,530.552,293.3846,324.9419,301.5839,445.1116,420.5407,461.134
FBgn0032415,536.465,355.143,395.6659,20.3442,42.3001,42.0326,436.4265,375.5575,400.0649
FBgn0015797,866.0668,1002.8487,868.8912,760.2301,871.9595,747.1295,1021.5854,1089.0121,882.3862
FBgn0029137,37.2354,45.3707,41.5899,24.6272,24.0342,34.6769,29.3122,40.7987,38.6356
FBgn0032408,369.5954,333.2399,364.1924,258.0499,271.1054,242.7383,358.2606,299.1906,285.4046
FBgn0041195,9394.3426,8751.8501,9199.2314,6836.7171,7215.056,7245.3697,11005.1132,9332.4462,9690.0462
FBgn0032428,890.8904,949.6555,773.3469,574.9909,522.022,508.5945,924.9636,882.9262,927.2533
FBgn0032430,150.3205,137.6766,133.762,192.7344,169.2005,176.5369,158.5032,156.9182,128.3697
FBgn0020443,6928.5346,6547.4602,7036.5578,4701.6483,4746.2667,4937.7799,7484.3889,7252.7575,7391.8539
FBgn0032435,0,0,0,333.0022,364.3579,365.6836,2.1713,4.1845,2.4926
FBgn0032437,0,0,0,138.1263,173.046,159.7239,0,0,0
FBgn0032439,1271.5185,1248.4763,1260.0609,1793.5006,1857.3602,1608.7978,1160.5471,966.6159,1016.9875
FBgn0051858,5639.0879,5062.7434,5399.9399,593.1936,644.1156,745.0279,3117.9526,3397.8013,4320.9505
FBgn0032436,4.1373,15.6451,10.1165,9.6367,20.1887,14.7114,26.0553,12.5535,12.4631
FBgn0032434,948.8121,766.6082,829.5495,110.2869,113.4413,122.9454,905.4222,876.6495,843.7506
FBgn0032433,139.2878,139.2411,169.7317,100.6502,143.2436,91.4209,244.2686,263.6225,319.0549
FBgn0032431,5450.153,5539.918,5978.826,1026.846,1098.842,1062.374,3200.4611,3764.9898,3862.3091
FBgn0032429,1391.4991,1306.363,1451.1495,2022.6403,2069.8222,1973.4307,1355.962,1653.9174,1510.5255
FBgn0004394,4.1373,1.5645,5.6203,584.6276,523.9448,671.4708,6.5138,12.5535,6.2315
FBgn0032445,1885.2123,1955.6333,1971.585,965.8134,933.4869,977.258,1932.4358,1978.215,2072.6105
FBgn0032447,1537.6823,1433.0881,1447.7774,1855.6039,1752.5712,1862.0443,1658.855,1726.0998,1739.8462
FBgn0032451,539.2231,378.6106,439.5038,720.6125,746.0204,772.3491,525.4488,490.6308,494.7844
FBgn0032453,3953.8433,3953.5082,4037.5903,2832.1248,3119.6345,2789.9139,3090.8116,3307.8349,3320.165
FBgn0015399,473.0269,488.1261,396.7899,413.3082,398.9671,459.2062,579.7307,518.8761,375.1388
FBgn0032457,4389.6349,4691.9554,4689.5398,405.813,451.8423,517.001,3407.8179,3734.6523,4137.7432
FBgn0032454,4130.3664,3878.4119,3971.2713,5227.3849,5361.5413,5502.0676,5795.1361,5700.3138,5367.8494
FBgn0032452,99.2943,87.6124,93.2962,98.5087,74.0252,83.0144,113.992,114.0272,127.1234
FBgn0032450,154.4578,159.5797,193.3367,467.9163,502.7947,461.3078,300.7217,345.22,314.0697
FBgn0032449,1490.7934,1555.1196,1484.8711,158.4705,139.3982,123.9962,946.6764,1027.2909,1086.7807
FBgn0032448,3715.2612,3753.2514,3705.9954,676.7119,735.4454,677.7757,2445.9426,2748.1601,2972.445
FBgn0032446,244.0985,300.3853,276.5165,157.3998,174.0073,187.0451,362.6031,330.5743,357.6904
FBgn0032444,2661.6385,2595.5165,2534.7345,3879.3149,4095.4215,3791.3407,3440.3871,3342.3569,3203.012
FBgn0032442,122.7388,96.9994,89.9241,18.2027,26.9183,26.2704,144.3899,140.1802,153.2959
FBgn0040509,1872.8005,1828.9082,1949.104,220.5738,232.6507,304.7364,1598.0593,1491.7687,1683.7624
FBgn0040510,8571.0275,8357.5944,9517.3378,736.6737,713.334,826.9914,5999.236,6358.324,6918.2567
FBgn0040506,863.3086,779.1243,868.8912,359.7709,394.1603,480.2225,884.795,797.1443,869.9231
FBgn0032462,9.6536,3.129,4.4962,48.1836,50.9524,70.4046,18.4558,12.5535,14.9557
FBgn0032464,18031.5664,18120.1157,20031.7086,8652.7033,9054.1502,8567.2951,13860.3414,16224.292,17351.1026
FBgn0021796,1601.1203,1594.2322,1779.3724,2114.7245,2127.5042,2404.2648,2580.5617,2466.7535,2405.3748
FBgn0032470,13.7909,17.2096,14.6127,61.0326,61.5275,89.3193,14.1133,14.6457,9.9705
FBgn0028965,2082.4218,2152.7611,2137.9445,3728.3397,3736.8318,3673.6494,2212.5304,2479.307,2360.5077
FBgn0032467,12829.6491,12239.1353,14128.194,10360.5441,10550.9979,10804.4803,9585.0986,9919.3202,11138.2563
FBgn0032465,1533.5451,1551.9906,1492.7394,1753.8829,1883.3171,1721.235,1719.6507,1620.4416,1713.6738
FBgn0032471,31079.1112,29689.6422,32766.0797,5123.5225,5595.1533,5925.546,24433.3707,27322.5906,31220.0201
FBgn0028410,1043.9691,976.2521,988.0406,592.1229,718.1408,623.1333,1271.2822,1188.3936,1145.3572
FBgn0032473,1550.0941,1411.185,1397.1951,915.4883,952.7143,849.0586,1751.1342,1677.9782,1560.3778
FBgn0024291,743.3281,699.3345,755.3621,738.8152,721.9863,717.7067,726.2919,573.2744,628.1393
FBgn0032476,733.6744,741.5761,717.1444,686.3486,786.3978,664.1151,957.5328,842.1275,921.0217
FBgn0032477,332.36,317.5948,310.238,307.3043,349.9374,313.1429,395.1723,375.5575,380.124
FBgn0032478,4778.5375,5039.2758,5374.0867,2777.5167,2652.4103,2885.5381,3664.0285,3955.3838,4272.3445
FBgn0032480,1363.9173,1107.6707,1262.309,969.0257,996.9371,1004.5792,1388.5311,1193.6242,1322.333
FBgn0032482,17841.2523,17671.1023,18359.1211,10207.4274,10436.5953,10129.857,15146.8225,15704.3698,15677.3107
FBgn0004192,0,0,4.4962,1.0707,2.8841,3.1524,2.1713,2.0922,1.2463
FBgn0032486,231.6867,269.0951,225.9342,275.1819,260.5303,267.9578,264.8957,291.8678,309.0844
FBgn0032488,1814.8789,1841.4243,1931.1192,1516.1772,1474.7363,1647.678,1987.8033,2001.2296,1916.822
FBgn0032490,2.7582,0,0,20.3442,19.2273,24.1687,0,0,1.2463
FBgn0032491,1.3791,0,0,9.6367,19.2273,12.6098,5.4282,0,1.2463
FBgn0032492,3857.3072,4149.0716,4292.7499,1591.1295,1685.2756,1619.306,3531.5807,3587.1492,3804.9789
FBgn0027586,204.1049,162.7087,162.9874,126.3481,128.8231,108.2339,218.2133,206.0859,204.3945
FBgn0032494,231.6867,265.9661,234.9266,109.2162,118.2481,116.6405,192.1579,217.5932,243.0301
FBgn0003935,0,0,0,3.2122,1.9227,3.1524,0,1.0461,1.2463
FBgn0032495,33.0981,56.3222,57.3266,132.7726,222.0757,151.3174,33.6548,41.8448,41.1282
FBgn0051851,1299.1002,1326.7016,1338.7445,150.9753,156.7027,170.232,611.2142,650.6873,716.6272
FBgn0032499,597.1448,541.3193,497.9545,1179.9628,1168.0604,1084.4411,667.6674,665.333,729.0903
FBgn0051729,5188.1264,4815.5514,5349.3576,2620.1169,2749.5083,2619.6819,4747.4953,4892.7083,5102.3857
FBgn0032503,3022.9593,2891.2082,3215.9092,728.1077,770.0546,823.839,2959.4494,3302.6043,3433.5791
FBgn0032505,0,23.4676,0,14.9905,12.4978,18.9147,0,3.1384,2.4926
FBgn0032509,1468.728,1417.443,1474.7546,2492.6981,2630.2989,2424.2303,1778.2752,1605.7959,1617.708
FBgn0051852,1005.3546,954.349,1013.8938,1282.7544,1273.8107,1197.9292,1200.7157,1070.1819,1107.968
FBgn0051855,888.1322,915.2364,865.5191,1187.458,1200.7468,1118.0672,962.961,920.5866,1055.623
FBgn0032513,8899.2503,8637.6411,9201.4795,2358.8548,2637.9898,2648.0539,6176.1951,6889.7535,6948.1681
FBgn0025724,1777.6435,1811.6987,1760.2635,2359.9255,2374.5754,2282.3703,1985.6321,1907.0787,1828.3341
FBgn0032514,565.4258,614.8511,650.8254,446.5013,509.5243,460.257,615.5568,651.7334,694.1937
FBgn0032512,1584.5713,1542.6035,1727.666,1784.9346,1804.485,1822.1133,2024.715,2056.6741,2207.2118
FBgn0032511,4596.4979,3989.4919,4454.6132,2459.505,2513.0122,2420.027,3510.9536,3200.0844,3519.5743
FBgn0022069,1243.9367,1246.9118,1342.1166,1798.8543,1854.4761,1919.8391,1544.863,1538.8441,1474.3826
FBgn0032507,2.7582,1.5645,1.1241,186.3099,155.7414,171.2829,8.6851,5.2306,7.4778
FBgn0032506,0,4.6935,1.1241,323.3655,310.5214,321.5494,1.0856,7.3228,3.7389
FBgn0028406,128.2551,134.5476,131.5139,185.2392,189.3892,218.5695,135.7048,114.0272,127.1234
FBgn0051848,649.5501,660.2218,630.5925,722.754,673.918,747.1295,719.778,613.027,618.1689
FBgn0051730,3804.9018,4180.3617,4117.3979,568.5664,641.2315,659.9118,1741.3635,2056.6741,2462.705
FBgn0032493,0,1.5645,1.1241,214.1493,202.8483,215.4171,0,0,0
FBgn0032489,13.7909,10.9515,6.7443,212.0078,218.2302,207.0106,7.5995,14.6457,9.9705
FBgn0032487,653.6874,736.8826,709.276,551.4345,622.9655,517.001,670.9243,800.2826,676.7453
FBgn0032485,2418.9191,2437.5013,2508.8813,3815.0702,3860.8481,3933.2007,3427.3594,3214.7301,3301.4704
FBgn0032484,48.2681,29.7256,26.9772,448.6428,437.4218,488.629,40.1686,27.1991,43.6208
FBgn0004191,0,0,2.2481,7.4952,3.8455,12.6098,2.1713,3.1384,2.4926
FBgn0032483,6844.4102,6910.4258,7401.8743,975.4502,1093.0738,1063.4248,4212.2758,4980.5825,5509.9285
FBgn0032481,52998.3247,51578.6544,63610.0326,32307.6373,32729.7243,35391.4507,41059.9179,47132.9857,52220.313
FBgn0032479,1827.2907,1897.7465,2017.6711,2334.2276,2310.1638,2339.1143,2093.1102,2049.3512,2122.4628
FBgn0051849,182.0395,143.9346,119.1494,180.9562,180.7369,188.0959,162.8457,155.872,139.5865
FBgn0032475,1037.0736,982.5102,979.0482,1614.6859,1687.1983,1628.7633,1240.8843,1174.794,1167.7908
FBgn0032474,18136.377,18556.6131,19892.3263,8534.9212,8595.5783,8798.4744,14752.7359,16650.0633,18350.6417
FBgn0040972,2.7582,4.6935,2.2481,28.9102,24.9955,26.2704,3.2569,2.0922,1.2463
FBgn0032472,12.4118,23.4676,11.2405,21.4149,17.3046,24.1687,6.5138,12.5535,2.4926
FBgn0032517,1075.6881,1045.0904,1228.5875,1675.7184,1745.8417,1967.1258,1349.4481,1256.3914,1424.5303
FBgn0032521,319.9483,391.1267,306.8659,657.4384,636.4247,657.8102,353.918,301.2829,292.8824
FBgn0032522,2209.2978,1941.5527,1943.4838,1234.5708,1237.2788,1212.6406,1993.2315,2097.4728,1990.3542
FBgn0026760,42.7517,39.1127,21.357,39.6176,32.6865,51.4899,31.4835,31.3836,24.9262
FBgn0028942,2028.6374,1860.1984,1952.4762,579.2739,574.8972,576.8975,1607.83,1538.8441,1612.7228
FBgn0028941,2316.8667,2606.468,2566.2079,987.2284,1030.5849,1109.6607,1877.0682,2065.043,2232.138
FBgn0028546,354.4254,370.7881,408.0304,789.1402,729.6772,737.6722,269.2382,330.5743,291.6361
FBgn0028513,36478.238,38454.0083,42575.6707,12980.6611,13567.7662,13201.3894,26924.9101,31435.9388,35776.5228
FBgn0023407,1377.7082,1483.1523,1479.2508,4855.8359,4792.4123,5064.9285,1818.4438,1885.1102,1804.6543
FBgn0032530,4843.3546,5397.5479,5448.274,830.8994,815.2388,934.1746,3702.0259,4558.9957,4747.1879
FBgn0028943,4672.3478,5142.5333,5232.4563,341.5682,358.5897,360.4296,2616.3878,3038.9818,3611.8011
FBgn0032525,12511.0799,12797.6642,13958.4623,3951.055,4316.5358,4281.0205,9409.2253,11312.7535,12575.2496
FBgn0032524,525.4323,538.1903,527.1798,715.2587,664.3043,680.9281,484.1946,513.6455,469.8582
FBgn0032523,13.7909,10.9515,8.9924,63.174,74.9866,77.7603,15.1989,9.4151,13.7094
FBgn0003983,0,0,0,31.0517,36.5319,24.1687,0,1.0461,0
FBgn0032520,17205.4931,17286.2337,18368.1135,11767.5052,11687.3332,11720.791,15417.1464,16159.4325,16694.2982
FBgn0032519,7495.3394,8044.6931,8043.7072,1742.1047,1874.6648,1798.9954,5639.8898,6022.5191,6960.6312
FBgn0032518,6622.3772,6020.2215,6220.4969,6861.3442,7127.5716,6485.6305,6919.8571,6533.0262,6538.1327
FBgn0032516,1914.1732,1863.3274,1938.9876,1125.3547,1125.7602,1061.3232,1112.779,1130.8569,1097.9975
FBgn0028527,986.0474,934.0105,1019.514,727.0369,721.0249,611.5744,705.6648,870.3727,856.2137
FBgn0028848,25142.1404,25230.7983,27314.4335,9340.1226,9752.1023,9971.184,18857.5335,22078.3856,24533.5767
FBgn0051813,0,0,1.1241,6.4245,1.9227,10.5082,0,3.1384,1.2463
FBgn0028541,2519.5925,2290.4377,2295.3117,3618.0528,3602.2405,3750.3589,2808.5457,2759.6674,2829.1196
FBgn0051845,136.5296,162.7087,149.4988,84.589,61.5275,80.9128,111.8207,146.457,138.3402
FBgn0024846,146.1833,187.7408,155.119,133.8433,113.4413,128.1994,163.9314,162.1488,155.7885
FBgn0028539,5538.4146,5237.9682,5447.15,3230.4425,3230.1916,3330.0329,6918.7715,6366.693,6591.724
FBgn0028931,113.0852,118.9025,107.9089,135.9848,149.9732,148.1649,154.1606,141.2263,143.3254
FBgn0028538,6819.5867,6941.7159,8180.8414,7579.8152,6842.0458,7769.7264,9335.4019,8734.065,9605.2972
FBgn0027844,395.7981,361.401,396.7899,342.6389,359.5511,279.5168,699.1509,688.3477,568.3165
FBgn0028919,219.2749,211.2084,220.3139,675.6411,671.0339,654.6578,203.0143,195.6246,163.2664
FBgn0001965,1083.9626,1088.8966,1019.514,1566.5023,1549.7229,1549.9522,1565.4901,1551.3976,1443.2249
FBgn0015271,267.5429,269.0951,297.8735,749.5226,799.857,738.723,370.2026,321.1592,310.3307
FBgn0026373,310.2946,256.5791,220.3139,366.1953,495.1038,398.2589,385.4015,373.4652,345.2274
FBgn0028509,952.9493,969.9941,930.714,1956.254,1984.2606,2092.1728,1041.1269,931.0478,937.2238
FBgn0028534,26.2027,39.1127,22.481,35.3346,26.9183,34.6769,42.3399,27.1991,41.1282
FBgn0028533,17.9281,15.6451,20.2329,33.1931,31.7251,37.8293,19.5415,16.7379,18.6946
FBgn0028532,11.0327,14.0806,11.2405,10.7075,20.1887,25.2196,10.8564,12.5535,6.2315
FBgn0012037,3429.7901,4045.8141,4293.8739,557.859,551.8244,498.0863,2093.1102,2406.0785,2591.0747
FBgn0032535,46.889,40.6772,41.5899,7.4952,11.5364,14.7114,4.3426,11.5073,9.9705
FBgn0025115,2366.5138,2260.7121,2277.3268,54.6081,83.6389,104.0307,1894.4385,1829.6658,2194.7487
FBgn0028544,17.9281,18.7741,7.8684,88.872,78.8321,85.116,17.3702,13.5996,14.9557
FBgn0028938,11.0327,1.5645,7.8684,82.4475,74.9866,86.1668,18.4558,13.5996,12.4631
FBgn0019890,4759.2302,4316.4738,4873.8841,3608.4161,3510.9107,3841.7798,5821.1914,5412.6305,5963.5847
FBgn0028920,8.2745,10.9515,6.7443,35.3346,35.5706,46.2359,11.942,6.2767,28.6651
FBgn0053306,38.6144,28.1611,28.1013,65.3155,48.0683,48.3375,24.9697,24.0608,37.3892
FBgn0053307,1.3791,3.129,5.6203,175.6024,173.046,250.094,122.6771,129.719,149.557
FBgn0001961,4127.6083,4088.0558,4223.0587,6385.9328,6238.3076,6094.7273,4752.9235,5006.7355,4864.3409
FBgn0004406,743.3281,702.4635,789.0836,818.0504,781.591,838.5504,1020.4998,1016.8297,1136.6331
FBgn0032533,1603.8785,1608.3128,1723.1698,440.0769,456.6491,487.5782,805.5435,838.9891,1059.362
FBgn0028658,110.327,86.0479,89.9241,341.5682,309.56,345.7181,154.1606,140.1802,165.759
FBgn0028932,336.4973,428.6748,394.5418,333.0022,315.3282,332.0576,492.8797,409.0333,447.4246
FBgn0028847,12803.4464,12464.4243,13705.5509,4950.0616,5283.6706,5042.8614,10196.3129,11293.9233,12196.3719
